Species,Date,UTM_X,UTM_Y,Sex,Wing,Culmen,Mass
HAAM,4/11/2013,258367,2194603,F,NA,NA,12.3
HAAM,2/21/2013,258367,2194603,F,61,12.5,12.3
HAAM,4/14/2012,258367,2194603,F,61,NA,12.3
HAAM,3/19/2012,258367,2194603,F,60,NA,12.3
HAAM,2/28/2012,258367,2194603,F,62,12.3,12.3
HCRE,2/25/2016,258367,2194603,M,67,14,13.9
HCRE,4/27/2015,258367,2194603,M,66,14.8,13.9
HCRE,5/3/2014,258367,2194603,M,65,12.8,13.9
HCRE,4/11/2013,258367,2194603,M,66,13.8,13.9
HCRE,2/26/2013,258367,2194603,M,66,14,13.9
HCRE,2/28/2012,258367,2194603,M,65,13.9,13.9
APAP,2/28/2012,258367,2194603,F,70,16.5,NA
HAAM,3/2/2012,258367,2194603,M,69,NA,NA
HAAM,2/28/2012,258367,2194603,M,68,15.1,NA
HAAM,2/28/2012,258367,2194603,M,61,13.9,14.4
HAAM,3/29/2013,258367,2194603,M,NA,NA,15
HAAM,3/14/2013,258367,2194603,M,NA,NA,15
HAAM,2/21/2013,258367,2194603,M,70,13.9,15
HAAM,3/2/2012,258367,2194603,M,70,14.3,15
APAP,4/16/2014,258367,2194603,F,71,16.5,13.6
APAP,2/25/2013,258367,2194603,F,71,15.7,13.6
APAP,3/13/2012,258367,2194603,F,63,16,13.6
HAAM,2/25/2015,258367,2194603,M,67,13.8,14.2
HAAM,3/13/2012,258367,2194603,M,67,13.7,14.2
HAAM,3/5/2014,258367,2194603,F,62,14.2,15.4
HAAM,3/19/2012,258367,2194603,M,63,13.2,NA
HAAM,3/29/2012,258367,2194603,M,63,14.3,13.4
HAAM,3/29/2012,258367,2194603,M,61,14.1,12.7
HAAM,3/29/2012,258367,2194603,M,64,14.2,12.8
HAAM,3/29/2012,258367,2194603,F,61,14.1,13.8
HAAM,3/29/2012,258367,2194603,M,62,13.5,12.4
HAAM,3/29/2012,258367,2194603,F,64,12.9,12.5
HAAM,3/19/2014,258367,2194603,M,62,15.2,12.9
HAAM,4/29/2013,258367,2194603,M,64,14.4,12.9
HAAM,2/25/2013,258367,2194603,M,65,14.1,12.9
HAAM,4/14/2012,258367,2194603,M,63,14.5,12.9
HAAM,3/17/2016,258367,2194603,M,66,14.7,13.1
HAAM,2/25/2016,258367,2194603,M,65,14,13.1
HAAM,7/20/2015,258367,2194603,M,64,14.5,13.1
HAAM,6/18/2015,258367,2194603,M,64,14.6,13.1
HAAM,4/27/2015,258367,2194603,M,65,14.9,13.1
HAAM,2/28/2015,258367,2194603,M,64,14,13.1
HAAM,6/20/2013,258367,2194603,M,NA,NA,13.1
HAAM,5/7/2013,258367,2194603,M,NA,NA,13.1
HAAM,4/9/2013,258367,2194603,M,NA,NA,13.1
HAAM,3/13/2013,258367,2194603,M,NA,NA,13.1
HAAM,2/21/2013,258367,2194603,M,64,13.9,13.1
HAAM,4/14/2012,258367,2194603,M,64,14.1,13.1
HCRE,5/12/2014,258367,2194603,M,63,13.4,14.9
HCRE,4/14/2012,258367,2194603,M,61,12,14.9
HAAM,5/5/2015,258367,2194603,M,65,14.5,14
HAAM,2/25/2015,258367,2194603,M,65,15.8,14
HAAM,4/16/2012,258367,2194603,M,64,14.5,14
IIWI,3/14/2013,258367,2194603,F,75,24.7,18.7
IIWI,3/26/2013,258367,2194603,M,82,27.4,20.8
IIWI,3/26/2013,258367,2194603,M,81,28.1,21.5
IIWI,3/29/2013,258367,2194603,M,83,28.8,21.1
IIWI,3/29/2013,258367,2194603,M,80,27.7,19.5
IIWI,3/29/2013,258367,2194603,M,78,27.7,19.2
IIWI,4/27/2015,258367,2194603,M,81,28.1,19.4
IIWI,3/31/2013,258367,2194603,M,74,27.5,19.4
IIWI,3/31/2013,258367,2194603,F,77,25.3,16.7
IIWI,3/14/2016,258367,2194603,M,76,25.8,19.8
IIWI,2/13/2016,258367,2194603,M,76,26.5,19.8
IIWI,2/15/2016,258367,2194603,M,86,18.4,20.2
IIWI,2/25/2016,258367,2194603,F,69,24.1,15.5
IIWI,2/15/2016,258367,2194603,F,72,14.1,15.5
IIWI,3/17/2016,258367,2194603,M,79,27.7,18.1
IIWI,3/10/2015,258367,2194603,M,80,27.3,18.1
IIWI,3/20/2013,258367,2194603,M,NA,NA,18.1
APAP,2/26/2013,258367,2194603,M,79,17.4,16.4
APAP,3/10/2015,258367,2194603,M,75,17,15.2
APAP,4/7/2014,258367,2194603,M,75,16.3,15.2
IIWI,2/26/2013,258367,2194603,F,76,25.2,16.4
IIWI,2/27/2013,258367,2194603,M,81,27.1,17.5
IIWI,2/27/2013,258367,2194603,F,74,25.2,16.6
IIWI,2/28/2013,258367,2194603,F,78,26,14.5
IIWI,4/9/2013,258367,2194603,F,78,24.7,16.1
IIWI,4/11/2013,258367,2194603,F,74,23.8,15.1
IIWI,4/11/2013,258367,2194603,M,80,28.4,20.4
IIWI,2/25/2015,258367,2194603,F,75,25.8,16.6
IIWI,2/28/2015,258367,2194603,M,82,30,19.8
IIWI,4/20/2016,258367,2194603,F,75,25.6,15
IIWI,2/28/2015,258367,2194603,F,71,24.2,15
IIWI,2/28/2015,258367,2194603,M,81,29.1,20.1
IIWI,3/10/2015,258367,2194603,M,80,27.8,18.9
IIWI,3/10/2015,258367,2194603,M,82,27.8,NA
IIWI,3/10/2015,258367,2194603,F,77,24.7,16.6
IIWI,3/10/2015,258367,2194603,M,81,27.3,21.7
IIWI,3/30/2015,258367,2194603,M,74,27.5,20
IIWI,3/14/2015,258367,2194603,M,75,27.1,20
IIWI,3/14/2015,258367,2194603,F,76,25.4,14.6
IIWI,3/14/2015,258367,2194603,M,76,28.4,NA
IIWI,3/14/2015,258367,2194603,M,79,28.9,19.6
IIWI,3/14/2015,258367,2194603,M,82,28.4,NA
IIWI,3/14/2015,258367,2194603,F,75,25,NA
IIWI,3/14/2016,258367,2194603,M,82,27.1,19.1
IIWI,3/17/2015,258367,2194603,M,77,27.9,19.1
IIWI,3/17/2015,258367,2194603,M,82,28,19.2
IIWI,3/17/2015,258367,2194603,F,76,24.2,15.9
IIWI,3/17/2015,258367,2194603,M,83,27.8,19.1
IIWI,3/17/2015,258367,2194603,F,72,24.9,18
IIWI,3/17/2015,258367,2194603,M,82,27.4,19.1
IIWI,3/17/2015,258367,2194603,M,84,27.1,18.6
IIWI,3/17/2015,258367,2194603,F,76,24.7,16.7
IIWI,3/17/2015,258367,2194603,M,83,27.1,18.2
HAAM,7/19/2012,258367,2194603,M,63,12.5,NA
HCRE,4/25/2013,258367,2194603,M,65,13.2,15.9
HCRE,4/25/2013,258367,2194603,M,NA,NA,15.9
HAAM,4/25/2013,258367,2194603,M,65,13.7,13.6
HAAM,4/25/2013,258367,2194603,M,63,14.9,13.8
HAAM,4/25/2013,258367,2194603,M,62,13.8,14.2
HAAM,4/29/2013,258367,2194603,F,66,14.6,12
HAAM,4/29/2013,258367,2194603,M,64,13.1,NA
HAAM,4/29/2013,258367,2194603,M,68,15,NA
HAAM,4/29/2013,258367,2194603,M,67,15.7,14.5
HAAM,2/25/2016,258367,2194603,M,67,14.2,13.6
HAAM,5/19/2015,258367,2194603,M,67,15.6,13.6
HAAM,4/29/2013,258367,2194603,M,68,13.4,13.6
HAAM,4/11/2013,258367,2194603,M,65,14.1,14.9
HAAM,4/7/2014,258367,2194603,M,65,13.7,12.9
HAAM,4/25/2013,258367,2194603,M,62,14,12.9
APAP,4/25/2013,258367,2194603,M,69,17,15.4
APAP,4/25/2013,258367,2194603,M,78,17.5,17.4
HAAM,2/25/2016,258367,2194603,M,66,15.8,12.8
HAAM,5/19/2015,258367,2194603,M,65,15.5,12.8
HAAM,2/28/2015,258367,2194603,M,66,15.2,12.8
HAAM,5/3/2014,258367,2194603,M,64,14.9,12.8
HAAM,3/22/2014,258367,2194603,M,NA,NA,12.8
HAAM,3/9/2014,258367,2194603,M,66,14.8,12.8
HAAM,4/25/2013,258367,2194603,M,65,14.5,12.8
HAAM,4/25/2013,258367,2194603,F,69,13.2,12.9
HCRE,3/14/2015,258367,2194603,M,66,12.9,14.4
HCRE,4/22/2014,258367,2194603,M,64,12.7,14.4
HCRE,3/2/2012,258367,2194603,M,67,NA,14.4
HCRE,2/14/2012,258367,2194603,M,67,12.5,14.4
HAAK,3/29/2012,258367,2194603,M,64,9.5,NA
HAAK,3/17/2015,258367,2194603,M,59,11,NA
HAAK,5/3/2016,258367,2194603,F,56,12,NA
HAAK,4/27/2015,258367,2194603,F,57,10.9,NA
HAAK,4/27/2015,258367,2194603,M,64,10.8,NA
HAAM,2/13/2014,258367,2194603,M,67,16.4,NA
HAAM,2/25/2016,258367,2194603,M,67,14.5,12.9
HAAM,5/5/2015,258367,2194603,M,63,15.2,12.9
HAAM,2/13/2014,258367,2194603,M,61,13.8,12.9
HAAM,5/3/2014,258367,2194603,M,64,15.3,12.8
HAAM,4/3/2014,258367,2194603,M,65,15.3,12.8
HAAM,3/19/2014,258367,2194603,M,65,15.5,12.8
HAAM,2/13/2014,258367,2194603,M,65,15.1,12.8
APAP,3/5/2014,258367,2194603,M,78,17.5,15.8
APAP,3/5/2014,258367,2194603,F,68,16.1,14.7
APAP,3/5/2014,258367,2194603,M,73,16.4,16.1
HAAM,5/17/2016,258367,2194603,F,63,13.6,13.4
HAAM,3/5/2014,258367,2194603,F,60,13.1,13.4
HAAM,5/12/2014,258367,2194603,F,65,14.6,14.2
HAAM,3/5/2014,258367,2194603,M,64,14.2,14.2
HAAM,3/5/2014,258367,2194603,M,65,14.1,NA
HAAM,3/5/2014,258367,2194603,M,62,15.5,13.2
HAAM,3/5/2014,258367,2194603,M,64,14.2,13.2
HAAM,5/12/2014,258367,2194603,M,65,14.4,14.8
HAAM,3/5/2014,258367,2194603,M,64,14.4,14.8
HAAM,3/5/2014,258367,2194603,M,62,14,13.6
HAAM,3/13/2013,258367,2194603,M,64,14.3,NA
HAEL,4/5/2016,258367,2194603,M,72,12.3,NA
HAEL,3/13/2013,258367,2194603,F,73,12.2,NA
HAAM,4/29/2013,258367,2194603,F,NA,NA,13.6
HAAM,3/13/2013,258367,2194603,F,63,12.5,13.6
APAP,3/13/2013,258367,2194603,M,69,16.8,16.3
HAAM,3/14/2013,258367,2194603,F,63,14.7,NA
HAEL,3/14/2013,258367,2194603,M,NA,NA,NA
HAAM,3/14/2013,258367,2194603,M,68,16.2,14.9
HAAM,4/3/2014,258367,2194603,F,62,13.6,13.2
HAAM,3/14/2013,258367,2194603,F,63,12.3,NA
APAP,3/14/2013,258367,2194603,F,68,16.2,17
HAAM,3/14/2013,258367,2194603,M,63,13,13.5
HCRE,4/29/2013,258367,2194603,M,NA,NA,14.5
HCRE,4/29/2013,258367,2194603,M,NA,NA,14.5
HCRE,3/20/2013,258367,2194603,M,65,12.4,14.5
HCRE,4/29/2013,258367,2194603,F,NA,NA,15.6
HCRE,3/20/2013,258367,2194603,F,60,13.2,15.6
HAAM,3/31/2013,258367,2194603,M,NA,NA,14.6
HAAM,3/20/2013,258367,2194603,M,63,14.5,14.6
HAAM,6/5/2013,258367,2194603,M,NA,NA,12.9
HAAM,3/29/2013,258367,2194603,M,NA,NA,12.9
HAAM,3/26/2013,258367,2194603,M,66,15,12.9
APAP,3/26/2013,258367,2194603,M,75,17,15.7
HAAM,3/17/2016,258367,2194603,M,66,15.4,14.8
HAAM,4/12/2015,258367,2194603,M,63,15.5,14.8
HAAM,3/26/2013,258367,2194603,M,65,15.4,14.8
HAAM,3/26/2013,258367,2194603,M,65,14.1,NA
HAAM,3/30/2015,258367,2194603,F,62,13,12
HAAM,5/12/2014,258367,2194603,F,NA,NA,12
HAAM,3/31/2013,258367,2194603,F,63,12.8,12
HAAM,3/31/2013,258367,2194603,M,64,14.4,13.8
APAP,4/12/2015,258367,2194603,M,78,17.4,15.2
APAP,4/3/2014,258367,2194603,M,77,17.1,15.2
APAP,3/31/2013,258367,2194603,M,76,16.9,15.2
APAP,4/9/2013,258367,2194603,M,76,16.3,15.6
HAAM,4/9/2013,258367,2194603,F,64,13,14.1
HAEL,4/11/2013,258367,2194603,F,69,12.5,NA
HCRE,4/11/2013,258367,2194603,F,62,12.9,14.5
HAAM,4/11/2013,258367,2194603,F,68,13.7,14.9
HAAM,5/7/2013,258367,2194603,F,64,14.6,13.2
APAP,5/21/2014,258367,2194603,M,77,17.8,14.9
APAP,5/22/2013,258367,2194603,M,75,17.5,14.9
APAP,5/22/2013,258367,2194603,F,69,17,12.1
APAP,5/22/2013,258367,2194603,F,64,14.7,11.3
HAAM,3/30/2015,258367,2194603,M,65,14.9,13.8
HAAM,6/5/2013,258367,2194603,M,63,13.9,13.8
HAAM,6/5/2013,258367,2194603,M,64,15.2,13.4
APAP,6/5/2013,258367,2194603,M,65,15.1,12.5
HAEL,6/19/2013,258367,2194603,M,73,10.6,NA
HAAM,6/20/2013,258367,2194603,M,67,15.5,NA
HAAM,6/27/2013,258367,2194603,F,63,13.4,13.2
HAAM,3/19/2014,258367,2194603,M,65,13.8,13.7
APAP,2/25/2015,258367,2194603,M,77,17,15.3
HAEL,3/19/2014,258367,2194603,M,71,12.9,NA
HAAM,3/29/2016,258367,2194603,M,66,15,13.9
HAAM,3/23/2016,258367,2194603,M,67,16.5,13.9
HAAM,3/17/2016,258367,2194603,M,66,14.6,13.9
HAAM,4/27/2015,258367,2194603,M,64,15.7,13.9
HAAM,3/10/2015,258367,2194603,M,66,14.6,13.9
HAAM,2/28/2015,258367,2194603,M,66,14.9,13.9
HAAM,3/19/2014,258367,2194603,M,64,14.8,13.9
HAAM,3/22/2014,258367,2194603,F,61,13.1,NA
HAAM,3/14/2015,258367,2194603,F,61,13.7,12.1
HAAM,4/7/2014,258367,2194603,F,60,12.6,12.1
HAAM,4/3/2014,258367,2194603,M,60,12.6,12.1
HAAM,4/7/2014,258367,2194603,M,64,14.9,NA
HAAM,3/14/2015,258367,2194603,F,63,13.3,14.1
HAAM,3/14/2015,258367,2194603,F,63,13.2,14.1
HAAM,4/7/2014,258367,2194603,F,62,12.2,14.1
APAP,4/16/2014,258367,2194603,F,69,16.7,14.3
APAP,4/16/2014,258367,2194603,M,78,16.4,15.7
HCRE,4/16/2014,258367,2194603,M,68,14.5,15
HAAM,4/16/2014,258367,2194603,F,62,13.1,11.8
HAAM,4/22/2014,258367,2194603,M,64,14,12.7
HAAM,5/3/2014,258367,2194603,M,65,13.8,NA
APAP,2/25/2016,258367,2194603,F,73,15.6,18
APAP,3/10/2015,258367,2194603,F,71,15.9,18
APAP,5/3/2014,258367,2194603,M,72,17.2,15.9
APAP,5/12/2014,258367,2194603,M,77,17.6,15.8
APAP,8/19/2015,258367,2194603,F,72,15.5,17
APAP,5/12/2014,258367,2194603,F,73,15.8,17
HAAM,5/12/2014,258367,2194603,M,62,14.3,13.8
HAAM,5/12/2014,258367,2194603,M,65,14.6,NA
HAAM,5/21/2014,258367,2194603,M,66,14.3,NA
HAAM,2/20/2015,258367,2194603,M,62,13.3,12.5
HAAM,5/21/2014,258367,2194603,F,63,14.5,15.2
HAAM,5/21/2014,258367,2194603,M,65,14.1,14.6
HAAM,5/21/2014,258367,2194603,F,65,13.4,12.7
HAEL,2/20/2015,258367,2194603,F,77,12.4,NA
HAEL,3/30/2015,258367,2194603,F,66,14.3,NA
HAEL,2/20/2015,258367,2194603,F,69,13.8,NA
HAAM,2/25/2016,258367,2194603,M,68,14.9,13.7
HAAM,2/13/2016,258367,2194603,M,66,14.5,13.7
HAAM,4/12/2015,258367,2194603,M,64,14.4,13.7
HAAM,2/25/2015,258367,2194603,M,67,14.9,13.7
HAAM,2/20/2015,258367,2194603,M,65,14.6,13.7
HAAM,5/17/2016,258367,2194603,M,66,14.5,13
HAAM,2/25/2015,258367,2194603,M,66,15.4,13
HAAM,2/20/2015,258367,2194603,M,65,15.1,13
HAAM,5/3/2016,258367,2194603,M,66,14.7,NA
HAAM,4/27/2015,258367,2194603,M,63,15.1,NA
HAAM,2/20/2015,258367,2194603,F,63,14.4,NA
HAAM,2/20/2015,258367,2194603,M,66,15.2,NA
HAAM,5/8/2016,258367,2194603,M,68,14.9,13.7
HAAM,2/15/2016,258367,2194603,M,69,16.5,13.7
HAAM,3/30/2015,258367,2194603,M,66,15.5,13.7
HAAM,2/20/2015,258367,2194603,M,65,15.2,13.7
HAAM,2/20/2015,258367,2194603,M,64,14.5,13.8
HAAM,5/11/2015,258367,2194603,M,65,17.9,14.4
HAAM,4/23/2015,258367,2194603,M,65,17.2,14.4
HAAM,3/30/2015,258367,2194603,M,67,16.6,14.4
HAAM,3/17/2015,258367,2194603,M,67,16.1,14.4
HAAM,2/25/2015,258367,2194603,M,68,16.9,14.4
HAAM,3/17/2016,258367,2194603,M,66,15.7,13
HAAM,2/25/2015,258367,2194603,M,63,15.3,13
HAAM,2/25/2015,258367,2194603,M,65,15,NA
HAEL,5/5/2015,258367,2194603,F,68,14.5,NA
APAP,5/5/2015,258367,2194603,F,71,16.5,14.9
APAP,5/11/2015,258367,2194603,M,70,16.5,14.8
APAP,5/11/2015,258367,2194603,M,74,17.7,14.9
APAP,5/11/2015,258367,2194603,M,75,17.6,15.7
HAEL,5/11/2015,258367,2194603,M,79,13.4,NA
HAEL,5/11/2015,258367,2194603,M,75,13.1,NA
APAP,5/11/2015,258367,2194603,M,75,16.5,NA
HAAM,5/24/2015,258367,2194603,M,62,15,12.5
HCRE,6/18/2015,258367,2194603,M,65,13.7,15.4
HAAM,7/1/2015,258367,2194603,M,63,15.5,NA
HAAM,8/20/2015,258367,2194603,F,63,13.1,12.2
HAAM,2/28/2016,258367,2194603,F,62,13.4,NA
APAP,2/15/2016,258367,2194603,F,70,16.5,13.5
HAAM,2/15/2016,258367,2194603,F,61,13.9,15
APAP,2/15/2016,258367,2194603,M,77,18.1,15
APAP,2/15/2016,258367,2194603,F,74,17.5,14.5
APAP,3/29/2016,258367,2194603,M,71,17.7,15.1
APAP,2/15/2016,258367,2194603,M,78,17.9,15.1
HAAM,2/25/2016,258367,2194603,M,64,14.8,13.5
HAAM,2/15/2016,258367,2194603,M,64,15,13.5
HAAM,2/28/2016,258367,2194603,F,65,13.2,13.6
HAAM,2/15/2016,258367,2194603,F,64,13.6,13.6
HCRE,3/29/2016,258367,2194603,M,60,14.7,14.7
HCRE,2/25/2016,258367,2194603,M,66,14.4,14.7
HCRE,2/25/2016,258367,2194603,F,65,13.5,15.3
APAP,2/25/2016,258367,2194603,M,78,17.2,16.4
HAAM,2/25/2016,258367,2194603,M,66,16.6,14.2
APAP,2/25/2016,258367,2194603,M,77,18,14.9
HCRE,2/25/2016,258367,2194603,F,64,15.4,NA
APAP,2/25/2016,258367,2194603,F,69,16.8,15.9
HAAM,2/25/2016,258367,2194603,M,65,14.5,14.2
APAP,2/25/2016,258367,2194603,M,76,18,16.1
HAAM,2/25/2016,258367,2194603,M,64,14,NA
HAAM,2/28/2016,258367,2194603,M,67,15.4,14.7
HAAM,2/28/2016,258367,2194603,M,64,14.3,14.4
HCRE,3/23/2016,258367,2194603,F,67,13.1,13.5
HCRE,2/28/2016,258367,2194603,F,66,13.6,13.5
APAP,2/28/2016,258367,2194603,M,73,17.2,18.3
HCRE,3/29/2016,258367,2194603,F,62,13.5,NA
HCRE,3/14/2016,258367,2194603,M,67,13.8,14.1
APAP,3/14/2016,258367,2194603,M,79,16.3,17.7
APAP,3/14/2016,258367,2194603,M,76,17.4,15.8
APAP,3/14/2016,258367,2194603,M,76,16.7,14
APAP,3/17/2016,258367,2194603,M,78,16.9,14.2
HAAM,3/17/2016,258367,2194603,M,65,15.4,NA
HAAM,3/17/2016,258367,2194603,M,61,14.9,NA
APAP,3/23/2016,258367,2194603,M,75,18,13.8
APAP,3/23/2016,258367,2194603,M,73,17.6,13.8
APAP,3/23/2016,258367,2194603,M,78,17.6,17.7
APAP,3/23/2016,258367,2194603,F,70,17.2,14.1
HAAM,3/23/2016,258367,2194603,F,63,13.7,13.4
APAP,3/29/2016,258367,2194603,M,73,17.9,15.9
APAP,3/29/2016,258367,2194603,M,77,17.2,15.9
APAP,3/29/2016,258367,2194603,M,76,18.3,14.8
HCRE,3/29/2016,258367,2194603,M,65,13.7,14.2
HAAM,3/29/2016,258367,2194603,M,63,14.8,13.4
HAEL,4/5/2016,258367,2194603,F,69,13.6,NA
HAEL,4/5/2016,258367,2194603,F,66,11.9,NA
APAP,4/5/2016,258367,2194603,M,76,18.4,16.2
APAP,4/20/2016,258367,2194603,F,71,16.5,11.4
APAP,4/26/2016,258367,2194603,F,71,16,17.6
HAAM,4/26/2016,258367,2194603,F,63,14.5,13
HAAM,5/8/2016,258367,2194603,M,65,15.1,13.7
OMAO,4/22/2014,258367,2194603,M,93,15.8,46.9
OMAO,5/19/2015,258367,2194603,M,96,16.3,45.8
AKIA,2/25/2016,258367,2194603,F,78,19.5,28.2
OMAO,3/29/2016,258367,2194603,M,98,16.4,50
OMAO,4/26/2016,258367,2194603,M,100,15.8,NA
OMAO,5/8/2016,258367,2194603,M,101,16.8,48.6
IIWI,2/28/2016,258367,2194603,F,76,26.2,17.9
IIWI,5/22/2013,258367,2194603,F,74,26,17.9
IIWI,4/12/2015,258367,2194603,M,79,29.1,18.9
IIWI,2/28/2015,258367,2194603,M,79,28.7,18.9
IIWI,3/5/2014,258367,2194603,M,78,27.3,18.9
IIWI,3/5/2014,258367,2194603,F,73,25.8,17
IIWI,3/5/2014,258367,2194603,F,75,24.5,16.9
IIWI,2/25/2016,258367,2194603,M,79,27,18.7
IIWI,3/27/2015,258367,2194603,M,80,27.7,18.7
IIWI,4/3/2014,258367,2194603,M,80,26,18.7
IIWI,3/9/2014,258367,2194603,M,80,26.4,18.7
IIWI,3/19/2014,258367,2194603,F,71,24.7,17.8
IIWI,3/14/2016,258367,2194603,M,82,27.2,18.4
IIWI,3/22/2014,258367,2194603,M,81,27.5,18.4
HCRE,3/29/2016,258367,2194603,F,63,13.8,12.9
HCRE,8/19/2015,258367,2194603,F,63,13.6,12.9
HCRE,3/27/2015,258367,2194603,F,63,12.6,12.9
HCRE,4/29/2013,258367,2194603,F,NA,NA,12.9
HCRE,3/14/2013,258367,2194603,M,64,13.3,12.9
HCRE,5/3/2014,258367,2194603,M,64,13.9,14.3
IIWI,3/22/2014,258367,2194603,M,83,26.9,19.3
IIWI,3/22/2014,258367,2194603,F,75,25.3,15.5
IIWI,3/22/2014,258367,2194603,F,76,23.4,15.5
IIWI,3/22/2014,258367,2194603,M,81,29,19.2
IIWI,4/7/2014,258367,2194603,M,80,27.4,19.9
IIWI,4/22/2014,258367,2194603,F,72,23.6,19.1
IIWI,5/3/2014,258367,2194603,M,84,27.8,20.4
IIWI,5/21/2014,258367,2194603,F,73,25.3,16
IIWI,2/20/2015,258367,2194603,M,78,26.9,21.4
IIWI,4/27/2015,258367,2194603,M,76,27.1,18.8
IIWI,2/20/2015,258367,2194603,M,80,29.3,18.8
IIWI,3/29/2016,258367,2194603,F,73,25.8,15.4
IIWI,5/24/2015,258367,2194603,F,68,24.4,15.4
IIWI,3/14/2015,258367,2194603,F,67,24.6,15.4
IIWI,3/23/2016,258367,2194603,M,79,28,19.1
IIWI,2/28/2016,258367,2194603,M,82,27.4,19.1
IIWI,2/25/2015,258367,2194603,M,81,30.3,19.1
IIWI,3/14/2015,258367,2194603,F,79,25.4,15.5
IIWI,2/25/2015,258367,2194603,M,81,27.5,18.8
IIWI,3/29/2016,258367,2194603,F,72,26.9,17.3
IIWI,2/28/2016,258367,2194603,F,74,25.6,17.3
IIWI,2/25/2016,258367,2194603,F,75,25.5,17.3
IIWI,2/25/2016,258367,2194603,M,82,27.4,18.5
IIWI,2/25/2016,258367,2194603,M,83,27.6,20.9
IIWI,4/26/2016,258367,2194603,M,83,27.6,20.4
IIWI,2/25/2016,258367,2194603,M,80,27.8,20.4
IIWI,2/25/2016,258367,2194603,M,82,27.5,19.5
IIWI,2/28/2016,258367,2194603,M,78,28.6,20.1
IIWI,4/26/2016,258367,2194603,M,82,28.9,19.3
IIWI,2/28/2016,258367,2194603,M,81,27.6,19.3
IIWI,2/28/2016,258367,2194603,M,83,28.9,16.2
IIWI,2/28/2016,258367,2194603,M,83,28.4,NA
IIWI,2/28/2016,258367,2194603,M,79,27.2,17.8
IIWI,2/28/2016,258367,2194603,F,74,24.7,14.3
IIWI,3/14/2016,258367,2194603,M,75,26.5,19.3
IIWI,3/14/2016,258367,2194603,M,82,28.1,20.1
IIWI,3/17/2016,258367,2194603,M,83,29.8,NA
IIWI,3/23/2016,258367,2194603,M,82,28.3,NA
IIWI,3/23/2016,258367,2194603,F,77,24.5,16.6
IIWI,3/23/2016,258367,2194603,M,81,30.1,NA
IIWI,3/23/2016,258367,2194603,F,74,25.7,15.9
IIWI,4/12/2016,258367,2194603,F,75,25,14.7
IIWI,3/29/2016,258367,2194603,F,75,26.3,14.7
IIWI,3/29/2016,258367,2194603,F,74,24.5,17.6
IIWI,4/26/2016,258367,2194603,M,80,27.6,NA
IIWI,4/26/2016,258367,2194603,F,75,26.4,15.3
IIWI,5/17/2016,258367,2194603,M,79,27.6,NA
HAEL,5/17/2016,258367,2194603,F,70,13.7,NA
HAAM,5/17/2016,258367,2194603,F,62,13.7,12.8
HAAK,3/19/2014,258367,2194603,F,60,11.2,NA
HAAK,2/15/2016,258367,2194603,M,63,11.5,NA
HAAK,4/3/2014,258367,2194603,M,64,10.6,NA
HAAK,5/3/2014,258367,2194603,M,62,11.3,12.6
HAAM,17-Jun-20,258592,2198433,M,65,15.8,NA
HAAM,17-Jun-20,258592,2198433,F,62,13.2,12.2
HAAM,17-Jun-20,258592,2198433,M,64,15.5,13.7
HAAM,17-Jun-20,258592,2198433,M,67,15.6,NA
HAAM,17-Jun-20,258592,2198433,M,68,14.5,14
HAAM,17-Jun-20,258592,2198433,M,66,15.4,NA
HAAM,17-Jun-20,258592,2198433,M,63,15.3,NA
HAAM,17-Jun-20,258592,2198433,F,64,13.8,13.4
HAAM,17-Jun-20,258592,2198433,F,63,15.3,13.3
HAEL,18-Jun-20,258592,2198433,M,76,13.4,15.9
HAAM,18-Jun-20,258592,2198433,M,66,15.7,NA
HAAM,18-Jun-20,258592,2198433,M,66,15.8,15.1
HAAM,18-Jun-20,258592,2198433,F,62,13.4,14.1
HAEL,18-Jun-20,258592,2198433,F,78,13.3,15.8
OMAO,17-Jun-20,258592,2198433,F,99,15.2,45.3
AKIA,17-Jun-20,258592,2198433,M,85,26,27.9
OMAO,18-Jun-20,258592,2198433,F,NA,17.4,50.8
IIWI,17-Jun-20,258592,2198433,F,75,25.1,NA
IIWI,17-Jun-20,258592,2198433,F,75,26.3,NA
IIWI,17-Jun-20,258592,2198433,M,81,27.8,NA
IIWI,17-Jun-20,258592,2198433,F,78,25.9,17
IIWI,17-Jun-20,258592,2198433,M,80,29.2,NA
IIWI,17-Jun-20,258592,2198433,F,76,25.2,NA
IIWI,17-Jun-20,258592,2198433,M,75,29.1,NA
IIWI,18-Jun-20,258592,2198433,M,80,28.9,NA
OMAO,3/27/2012,259116,2193976,F,101,14.4,NA
AKIA,7/2/2015,259116,2193976,F,81,21,27.1
AKIA,7/20/2012,259116,2193976,F,81,19.8,27.1
OMAO,3/2/2013,259116,2193976,F,95,NA,51.3
AKIA,3/2/2013,259116,2193976,M,84,25.5,NA
OMAO,3/24/2015,259116,2193976,M,103,15,49.7
OMAO,2/27/2015,259116,2193976,M,98,16.4,49.7
OMAO,2/16/2012,259116,2193976,M,106,12.7,49.7
OMAO,3/6/2012,259116,2193976,F,NA,NA,NA
OMAO,5/10/2014,259116,2193976,M,105,17.1,52.4
OMAO,3/27/2012,259116,2193976,M,104,14.3,52.4
OMAO,2/14/2016,259116,2193976,M,101,15.7,53.2
